Date,Close
2010-01-04,15.576998710632324
2010-01-05,15.508401870727539
2010-01-06,15.117454528808594
2010-01-07,14.76552677154541
2010-01-08,14.96236801147461
2010-01-11,14.939753532409668
2010-01-12,14.675559043884277
2010-01-13,14.591303825378418
2010-01-14,14.65990161895752
2010-01-15,14.415093421936035
2010-01-19,14.604475975036621
2010-01-20,14.425281524658203
2010-01-21,14.489156723022461
2010-01-22,13.669733047485352
2010-01-25,13.420947074890137
2010-01-26,13.48109245300293
2010-01-27,13.473139762878418
2010-01-28,13.279033660888672
2010-01-29,13.170921325683594
2010-02-01,13.247468948364258
2010-02-02,13.200246810913086
2010-02-03,13.441328048706055
2010-02-04,13.092382431030273
2010-02-05,13.204472541809082
2010-02-08,13.258652687072754
2010-02-09,13.33246898651123
2010-02-10,13.283011436462402
2010-02-11,13.331474304199219
2010-02-12,13.249955177307129
2010-02-16,13.45325756072998
2010-02-17,13.376459121704102
2010-02-18,13.5009765625
2010-02-19,13.439837455749512
2010-02-22,13.490538597106934
2010-02-23,13.298418045043945
2010-02-24,13.208946228027344
2010-02-25,13.083683967590332
2010-02-26,13.092880249023438
2010-03-01,13.239269256591797
2010-03-02,13.44729232788086
2010-03-03,13.553170204162598
2010-03-04,13.783562660217285
2010-03-05,14.022652626037598
2010-03-08,13.979657173156738
2010-03-09,13.922743797302246
2010-03-10,14.326863288879395
2010-03-11,14.443425178527832
2010-03-12,14.40365982055664
2010-03-15,13.997053146362305
2010-03-16,14.047260284423828
2010-03-17,14.056206703186035
2010-03-18,14.077083587646484
2010-03-19,13.918021202087402
2010-03-22,13.855886459350586
2010-03-23,13.644631385803223
2010-03-24,13.85166072845459
2010-03-25,13.989599227905273
2010-03-26,13.984875679016113
2010-03-29,13.978911399841309
2010-03-30,14.08478832244873
2010-03-31,14.094977378845215
2010-04-01,14.13673210144043
2010-04-05,14.191658973693848
2010-04-06,14.122315406799316
2010-04-07,14.006002426147461
2010-04-08,14.104172706604004
2010-04-09,14.072608947753906
2010-04-12,14.234407424926758
2010-04-13,14.583352088928223
2010-04-14,14.638775825500488
2010-04-15,14.795352935791016
2010-04-16,13.673212051391602
2010-04-19,13.671969413757324
2010-04-20,13.794746398925781
2010-04-21,13.77635383605957
2010-04-22,13.596414566040039
2010-04-23,13.544966697692871
2010-04-26,13.21317195892334
2010-04-27,13.14905071258545
2010-04-28,13.152281761169434
2010-04-29,13.222118377685547
2010-04-30,13.06554126739502
2010-05-03,13.187324523925781
2010-05-04,12.58512020111084
2010-05-05,12.6693754196167
2010-05-06,12.393747329711914
2010-05-07,12.256308555603027
2010-05-10,12.964883804321289
2010-05-11,12.651727676391602
2010-05-12,12.56076431274414
2010-05-13,12.697210311889648
2010-05-14,12.613950729370117
2010-05-17,12.62488842010498
2010-05-18,12.386292457580566
2010-05-19,12.288369178771973
2010-05-20,11.80571174621582
2010-05-21,11.732144355773926
2010-05-24,11.859147071838379
2010-05-25,11.856910705566406
2010-05-26,11.817145347595215
2010-05-27,12.189701080322266
2010-05-28,12.069656372070312
2010-06-01,11.988633155822754
2010-06-02,12.262025833129883
2010-06-03,12.565983772277832
2010-06-04,12.394989967346191
2010-06-07,12.066924095153809
2010-06-08,12.048532485961914
2010-06-09,11.781106948852539
2010-06-10,12.103955268859863
2010-06-11,12.14098834991455
2010-06-14,12.009015083312988
2010-06-15,12.376846313476562
2010-06-16,12.458367347717285
2010-06-17,12.428791999816895
2010-06-18,12.4275484085083
2010-06-21,12.142477989196777
2010-06-22,12.085066795349121
2010-06-23,11.980681419372559
2010-06-24,11.807947158813477
2010-06-25,11.747801780700684
2010-06-28,11.732891082763672
2010-06-29,11.290000915527344
2010-06-30,11.058613777160645
2010-07-01,10.922910690307617
2010-07-02,10.849842071533203
2010-07-06,10.837913513183594
2010-07-07,11.189093589782715
2010-07-08,11.347162246704102
2010-07-09,11.618813514709473
2010-07-12,11.826090812683105
2010-07-13,12.158385276794434
2010-07-14,12.21157169342041
2010-07-15,12.278177261352539
2010-07-16,11.422966003417969
2010-07-19,11.586255073547363
2010-07-20,11.96924877166748
2010-07-21,11.867595672607422
2010-07-22,12.049277305603027
2010-07-23,12.17975902557373
2010-07-26,12.152668952941895
2010-07-27,12.243632316589355
2010-07-28,12.03784465789795
2010-07-29,12.053751945495605
2010-07-30,12.050271034240723
2010-08-02,12.188457489013672
2010-08-03,12.174042701721191
2010-08-04,12.583879470825195
2010-08-05,12.628117561340332
2010-08-06,12.432271003723145
2010-08-09,12.559768676757812
